Character,Middle Chinese,Cantonese,Mandarin
顗,ngjɨj2,ngai5,yi3
顙,sang2,song2,sang3
顛,ten1,din1,dian1
類,lwij3,leoi6,lei4
顟,læw1,liu4,liao2
顠,bjew2,piu5,piao4
顢,mwan1,mun4,man1
顥,haw2,hou6,hao4
顧,ku3,gu3,gu4
顪,xjwoj3,wai6,hui1
顫,tsyen3,zin3,chan4
顯,xen2,hin2,xian3
顰,bin1,pan4,pin2
顱,lu1,lou4,lu2
顳,nyep4,nip6,nie4
顴,gjwen1,kyun4,quan2
風,pjuwng1,fung1,feng1
風,pjuwng3,fung3,feng4
颭,tsyem2,zim2,zhan3
颮,bæw1,paau4,po4
颯,sop4,saap3,sa4
颰,pjwot4,bat6,ba2
颲,ljet4,lit6,lie4
颸,tshri1,ci1,si1
颺,yang1,joeng4,yang2
颻,yew1,jiu4,yao2
颽,khoj2,hoi2,kai3
颿,bjom1,faan4,fan2
飀,ljuw1,lau4,liu2
飁,zip4,zaap6,xi2
飂,ljuw1,lau4,liao2
飄,bjew1,piu1,piao1
飛,pjwɨj1,fei1,fei1
食,yi3,sik6,shi2
食,yi3,ji6,yi4
飢,kij1,gei1,ji1
飣,teng3,ding3,ding4
飥,thak4,tok3,tuo1
飧,swon1,syun1,sun1
飩,dwon1,tan1,tun2
飪,nyim2,jam6,ren4
飫,ʔjo3,jyu3,yu4
飬,kjwen3,gyun3,juan4
飭,trhik4,cik1,chi4
飯,bjwon3,faan6,fan4
飯,bjwon2,faan6,fan4
飲,ʔim2,jam2,yin3
飲,ʔim3,jam3,yin4
飴,yi1,ji4,yi2
飵,dzu3,zok3,zuo4
飶,bit4,bat6,bi4
飺,dzje1,ci4,ci2
飼,zi3,zi6,si4
飽,pæw2,baau2,bao3
飾,syik4,sik1,shi4
餅,pjieng2,beng2,bing3
餈,dzij1,ci4,ci2
餉,syang3,hoeng2,xiang3
養,yang2,joeng5,yang3
養,yang3,joeng6,yang4
餌,nyi3,nei6,er3
餐,tshan1,caan1,can1
餑,bwot4,but6,bo1
餒,nwoj2,neoi5,nei3
餓,nga3,ngo6,e4
餔,pu1,bou1,bu1
餕,tswin3,zeon3,jun4
餖,duw3,dau6,dou4
餗,suwk4,cuk1,su4
餘,yo1,jyu4,yu2
餚,hæw1,ngaau4,yao2
餛,hwon1,wan4,hun2
餞,dzjen2,zin3,jian4
餟,trjwej3,zeoi3,zhui4
餤,dam1,taam4,tan2
館,kwan3,gun2,guan3
餩,ʔok4,ak1,e4
餪,nwan2,nyun5,nuan3
餫,hwon1,wan6,yun4
餭,hwang1,wong4,huang2
餮,thet4,tit3,tie4
餱,huw1,hau4,hou2
餲,ʔjej3,aat3,ai4
餺,pwak4,bok3,bo2
餼,xjɨj3,hei3,xi4
餽,gwij3,gwai6,kui4
饁,hjep4,jip6,ye4
饅,mwan1,maan6,man2
饇,ʔju3,jyu3,yu4
饉,gin3,gan2,jin3
饊,san2,saan2,san3
饋,gwij3,gwai6,kui4
饌,dzrwæn2,zaan6,zhuan4
饌,dzrjwen3,syun2,xuan3
饎,tshyi3,ci3,chi4
饐,ʔij3,ji3,yi4
饑,kjɨj1,gei1,ji1
饒,nyew1,jiu4,rao2
饔,ʔjowng1,jung1,yong1
饕,thaw1,tou1,tao1
饖,ʔjwoj3,wai3,hui4
饗,xjang2,hoeng2,xiang3
饘,tsyen1,zin1,zhan1
饙,pjun1,fan1,fen1
饛,muwng1,mung4,meng2
饜,ʔjem1,jim3,yan4
饞,dzrɛm1,caam4,chan2
饡,tsan3,zaan3,zan4
首,syuw2,sau2,shou3
首,syuw3,sau2,shou3
馗,gwij1,kwai4,kui2
馘,kwɛk4,gwik1,guo2
香,xjang1,hoeng1,xiang1
馝,bit4,bit6,bi4
馞,bwot4,but6,bo2
馡,pjwɨj1,fei1,fei1
馥,bjuwk4,fuk1,fu4
馨,xeng1,hing1,xin1
馭,ngjo3,jyu6,yu4
馮,bjuwng1,fung4,feng2
馮,bing1,pang4,ping2
馯,khæn1,hon4,han2
馰,tek4,dik1,di2
馲,lak4,tok3,zhe2
馳,drje1,ci4,chi2
馴,zwin1,seon4,xun4
馵,tsyu3,zyu3,zhu4
馶,tsye1,zi1,zhi1
馹,nyit4,jat6,ri4
馺,sop4,saap3,sa4
馻,ywin2,wan5,yun3
馼,mjun1,man4,wen2
馾,tom3,daam3,dan4
駁,pæwk4,bok3,bo2
駂,paw2,bou2,bao3
駃,kwet4,kyut3,jue2
駃,khwæj3,faai3,kuai4
駉,kweng1,gwing1,jiong1
駎,drjuw3,zau6,zhou4
駏,gjo2,geoi6,ju4
駐,trju3,zyu3,zhu4
駑,nu1,nou4,nu2
駒,kju1,keoi1,ju1
駓,phij1,pei1,pi1
駔,dzu2,cong2,zang3
駕,kæ3,gaa3,jia4
駖,leng1,ling4,ling2
駗,lin1,can2,zhen3
駘,doj1,toi4,tai2
駙,bju3,fu6,fu4
駚,ʔjang2,joeng2,yang3
駛,sri2,sai2,shi3
駜,bit4,bei3,bi4
駝,da1,to4,tuo2
駟,sij3,si3,si4
駢,ben1,pin4,pian2
駣,daw1,tou4,tao2
駤,trij3,zi3,zhi4
駥,nyuwng1,jung4,rong2
駧,duwng3,dung6,dong4
駩,tshjwen1,cyun1,quan2
駪,srin1,san1,shen1
駫,kweng1,gwing1,jiong1
駬,nyi2,ji5,er3
駭,hɛj2,haai5,hai4
駮,pæwk4,bok3,bo2
駰,ʔin1,jan1,yin1
駱,lak4,lok3,luo4
駴,hɛj2,haai5,xie4
駶,gjowk4,guk6,ju2
駸,tshim1,cam1,qin1
駹,mæwng1,mong4,mang2
駺,lang1,long4,lang2
駻,han3,hon2,han4
駼,du1,tou4,tu2
駽,xwen1,gyun1,xuan1
駾,thwaj3,deoi6,tui4
駿,tswin3,zeon3,jun4
騀,nga2,ngo5,e3
騁,trhjieng2,ping3,cheng3
騂,sjwieng1,sing1,xing1
騃,ngɛj2,ngoi4,dai1
騄,ljowk4,luk6,lu4
騅,tsywij1,zeoi1,zhui1
騇,syæ2,se3,she4
騉,kwon1,kwan1,kun1
騊,daw1,tou4,tao2
騋,loj1,loi4,lai2
騎,gje1,ke4,qi2
騎,gje3,kei3,qi2
騏,gi1,kei4,qi2
騑,phjwɨj1,fei1,fei1
騕,ʔew2,jiu5,yao3
騖,mju3,mou6,wu4
騘,tshuwng1,cung1,cong1
騙,phjen3,pin3,pian4
騚,dzen1,cin4,qian2
騜,hwang1,wong4,huang2
騝,kjon1,kin4,jian1
騟,yu1,jyu4,yu2
騠,dej1,tai4,ti2
騢,hæ1,haa4,xia2
騣,tsuwng1,zung1,zong1
騤,gwij1,kwai4,kui2
騥,nyuw1,jau4,rou2
騧,kwɛɨ1,waa1,gua1
騫,khjen1,hin1,qian1
騬,zying1,sing4,cheng2
騭,tsyit4,zat1,zhi4
騮,ljuw1,lau4,liu2
騰,dong1,tang4,teng2
騱,hej1,hai4,xi2
騲,tshaw2,cou2,cao3
騶,tsrjuw1,zau1,zou1
騷,saw1,sou1,sao1
騺,trij3,zi3,zhi4
騽,zip4,zaap6,xi2
騾,lwa1,lo4,luo2
驀,mæk4,mak6,mo4
驁,ngaw1,ngou4,ao4
驂,tshom1,caam1,can1
驃,bjew3,biu1,biao1
驅,khju1,keoi1,qu1
驈,zywit4,wat6,yu4
驉,xjo1,heoi1,xu1
驊,hwæ1,waa4,hua2
驌,sjuwk4,suk1,su4
驍,kew1,hiu1,xiao1
驎,lin1,leon4,lin2
驒,dan1,to4,tuo2
驓,dzing1,cang4,zeng1
驔,dem2,taam4,dian4
驕,kjew1,giu1,jiao1
驖,det4,tit3,tie3
驗,ngjem3,jim6,yan4
驚,kjæng1,geng1,jing1
驛,yek4,jik6,yi4
驟,dzrjuw3,zaau6,zhou4
驢,ljo1,leoi4,lü2
驤,sjang1,soeng1,xiang1
驥,kij3,gei3,ji4
驦,srjang1,soeng1,shuang1
驩,xwan1,fun1,huan1
驪,lje1,lei4,li2
驫,pjew1,biu1,biao1
骨,kwot4,gwat1,gu3
骫,ʔjwe2,wai2,wei3
骭,kan3,gon3,gan4
骯,hang2,kong3,kang3
骰,duw1,tau4,tou2
骱,hat4,haai6,ga4
骲,bæw2,baau6,bao4
骴,dzje1,ci1,ci1
骶,tej3,dai2,di3
骸,hɛj1,haai4,hai2
骹,khæw1,haau1,qiao1
骺,huw1,hau4,hou2
骻,khwæ2,kwaa2,kua4
骼,kæk4,gaak3,ge2
骿,ben1,pin4,pian2
髀,pje2,bei2,bi4
髁,khwa1,fo1,ke1
髂,khæ3,kaa3,qia4
髆,pwak4,bok3,bo2
髇,xæw1,haau1,xiao1
髊,dzje3,ci1,ci1
髏,luw1,lau4,lou2
髑,duwk4,duk6,du2
髓,sjwe2,seoi5,sui3
體,thej2,tai2,ti3
髕,bin2,ban3,bin4
髖,khwon1,fun1,kuan1
高,kaw1,gou1,gao1
髝,law1,lou4,lao4
髡,khwon1,kwan1,kun1
髢,dej3,tai3,di2
髦,maw1,mou4,mao2
髧,dom2,dam3,dan4
髫,dew1,tiu4,tiao2
髬,phij1,pei1,pi1
髮,pjwot4,faat3,fa4
髯,nyem1,jim4,ran2
髲,bje3,bei6,bi4
髳,muwng1,mau4,fei4
髴,phjwɨj3,fat1,fu2
髵,nyi1,ji4,er2
髺,kwat4,kut3,kuo4
髻,kej3,gai3,ji4
髼,buwng1,pung4,peng2
髽,tsrwæ1,zaa1,zhua1
髾,sræw1,saau1,shao1
髿,swa1,so1,suo1
鬀,thej3,tai3,ti4
鬃,dzowng1,zung1,zong1
鬄,sjek4,tai3,di2
鬅,bong1,pang4,peng2
鬆,sowng1,sung1,song1
鬇,dzræng1,zang1,zheng1
鬈,gjwen1,kyun4,quan2
鬋,tsjen1,zin1,jian1
鬌,drjwe1,ceoi4,chui2
鬌,twa2,do2,tuo3
鬐,gij1,kei4,qi2
鬑,ljem1,lim4,lian2
鬒,tsyin2,can2,zhen3
鬕,mæ3,maa6,mo4
鬖,sam1,saam1,san1
鬗,mwan1,maan6,man4
鬘,mæn1,maan4,man2
鬙,song1,zang1,seng1
鬚,sju1,sou1,xu1
鬟,hwæn1,waan4,huan2
鬠,hwat4,kut3,kuo4
鬠,kwaj3,kui3,kuai4
鬢,pin3,ban3,bin4
鬣,ljep4,lip6,lie4
鬤,nyang1,joeng5,rang2
鬥,tuw3,dau3,dou4
鬩,xek4,jik1,xi4
鬮,kjuw1,kau1,jiu1
鬯,trhjang3,coeng3,chang4
鬱,ʔjut4,wat1,yu4
鬲,lek4,lik6,li4
鬲,kɛk4,gaak3,ge2
鬳,ngjon3,jin6,yan4
鬴,bju2,fu2,fu3
鬵,zim1,cam4,qin2
鬷,tsuwng1,zung1,zong1
鬹,kjwe1,kwai1,gui1
鬻,yuwk4,juk6,yu4
鬼,kjwɨj2,gwai2,gui3
鬾,gje1,gei6,ji4
魁,khwoj1,fui1,kui2
魂,hwon1,wan4,hun2
魃,bwat4,baat6,ba2
魄,thak4,paak3,po4
魄,thak4,tok3,tuo4
魅,mij3,mei6,mei4
魈,sjew1,siu1,xiao1
魊,hjwik4,wik6,yu4
魋,dwoj1,teoi4,tui2
魌,khi1,hei1,qi1
魍,mjwang2,mong5,wang3
魎,ljang2,loeng5,liang3
魏,ngjwɨj3,ngai6,wei4
魑,trhje1,ci1,chi1
魖,xjo1,heoi1,xu1
魗,dzyuw1,cau2,chou3
魗,dzyuw1,sau4,chou2
魘,ʔjem2,jim2,yan3
魚,ngjo1,jyu4,yu2
魛,taw1,dou1,dao1
魝,ket4,git3,ji4
魟,kuwng1,hung4,hong2
魠,thak4,tok3,tuo1
魦,swa1,saa1,sha1
魪,kɛj3,gaai3,jie4
魫,syim2,cam4,shen3
魬,bæn2,baan2,ban3
魯,lu2,lou5,lu3
魯,lu2,lou5,lu3
魴,bjwang1,fong4,fang2
魶,nop4,naap6,na4
魺,ha1,ho4,he2
魼,khjo1,heoi1,qu1
魾,bij1,pei1,pi1
魿,gin1,leon4,ling2
鮀,da1,to4,tuo2
鮂,tsjuw1,cau4,qiu2
鮅,pit4,bit1,bi4
鮆,tsje1,ci2,ci3
鮇,mjwɨj3,mei6,wei4
鮈,kju1,geoi1,ju1
鮋,yuw1,jau2,you2
鮎,nem1,nim4,nian2
鮐,thoj1,toi4,tai2
鮑,bæw2,baau6,bao4
鮑,bæw2,baau6,bao4
鮒,bju3,fu6,fu4
鮓,tsræ2,zaa2,zha3
鮚,git4,git3,jie2
鮛,syuwk4,suk1,shu1
鮞,nyi1,ji4,er2
鮠,ngwoj1,ngai4,wei2
鮡,dew1,ziu6,zhao4
鮢,tsyu1,zyu1,zhou4
鮣,ʔin3,jan3,yin4
鮤,ljej3,lit6,lie4
鮦,duwng1,tung4,tong2
鮨,gij1,kei4,yi4
鮪,hjwij2,fui2,wei3
鮫,kæw1,gaau1,jiao1
鮭,kwej1,gwai1,gui1
鮮,sjen1,sin1,xian1
鮮,sjen2,sin2,xian3
鮮,sjen3,sin3,xian4
鮶,kjun1,gwan1,jun1
鮸,mjen2,min5,mian3
鮹,sjew1,siu1,shao1
鮾,nwoj2,neoi5,nei3
鮿,trjep4,zip3,zhe2
鯀,kwon2,gwan2,gun3
鯁,kæng2,gang2,geng3
鯆,pu1,pou1,pu1
鯇,hwæn2,waan5,huan4
鯊,sræ1,saa1,sha1
鯔,tsri1,zi1,zi1
鯕,gi1,kei4,qi2
鯖,tsyieng1,cing1,qing1
鯗,sjang2,soeng2,xiang3
鯛,tew1,diu1,diao1
鯠,loj1,loi4,lai2
鯡,pjwɨj3,fei1,fei1
鯢,ngej1,ngai4,ni2
鯤,kwon1,kwan1,kun1
鯥,ljuwk4,luk6,lu4
鯧,tshyang1,coeng1,chang1
鯨,gjæng1,king4,jing1
鯪,ling1,ling4,ling2
鯫,tshju1,zau1,zou1
鯷,dej1,tai4,ti2
鯸,huw1,hau4,hou2
鯼,tsuwng1,zung1,zong1
鯽,tsjek4,zik1,ji4
鰂,dzok4,caak6,zei2
鰅,ngjowng1,jung4,yu2
鰇,nyuw1,jau4,rou2
鰈,thap4,dip6,die2
鰊,len3,lin6,lian4
鰋,ʔjon2,jin2,yan3
鰍,tshjuw1,cau1,qiu1
鰒,bjuwk4,fuk1,fu4
鰓,soj1,soi1,sai1
鰕,hæ1,haa1,xia1
鰜,kem1,gim1,jian1
鰡,ljuw1,lau4,liu2
鰣,dzyi1,si4,shi2
鰤,srij1,si1,shi1
鰥,kwɛn1,gwaan1,guan1
鰦,tsi1,zi1,zi1
鰧,dong1,tang4,teng2
鰨,thap4,taap3,ta3
鰩,yew1,jiu4,yao2
鰭,gij1,kei4,qi2
鰱,ljen1,lin4,lian2
鰲,ngaw1,ngou4,ao2
鰵,min2,man5,min3
鰶,tsjej3,man5,ji4
鰷,dew1,tiu4,tiao2
鰹,ken1,gin1,jian1
鰻,mwan1,maan4,man2
鰼,zip4,zaap6,xi2
鰾,bjew2,piu5,biao4
鱀,gij3,gei6,ji4
鱁,drjuwk4,zuk6,zhu2
鱄,tsywen1,zyun1,zhuan1
鱅,yowng1,jung4,yong1
鱉,pjet4,bit3,bie1
鱊,zywit4,wat6,jue2
鱐,sjuwk4,suk1,su4
鱒,dzwon2,zyun6,zun1
鱖,kjwej3,gwai3,gui4
鱗,lin1,leon4,lin2
鱟,huw3,hau6,hou4
鱠,kwaj3,kui2,kuai4
鱡,dzok4,caak6,zei2
鱣,trjen1,zin1,zhan1
鱤,kom2,gam2,gan3
鱦,zying1,jing6,ying4
鱧,lej2,lai5,li3
鱭,dzej2,cai5,ji4
鱮,zjo2,zeoi6,xu4
鱲,ljep4,laap6,lie4
鱴,met4,mit6,mie4
鱵,tsyim1,zam1,zhen1
鱷,ngak4,ngok6,e4
鱸,lu1,lou4,lu2
鳥,tew2,niu5,niao3
鳦,ʔit4,jyut6,yi3
鳧,bju1,fu4,fu2
鳩,kjuw1,kau1,jiu1
鳱,kan1,gon1,gan1
鳲,syij1,si1,shi1
鳳,bjuwng3,fung6,feng4
鳴,mjæng1,ming4,ming2
鳶,ywen1,jyun1,yuan1
鳷,tsye1,zi1,zhi1
鳹,gjem1,ling4,qin2
鳻,bjun1,fan4,fen1
鳼,mjun1,man4,wen2
鳿,ngjowk4,juk6,yu4
鴆,drim3,zam6,zhen4
鴇,paw2,bou2,bao3
鴉,ʔæ1,aa1,ya1
鴒,leng1,ling4,ling2
鴗,lip4,lap6,li4
鴘,pjen2,bin6,bian4
鴛,ʔjwon1,jyun1,yuan1
鴜,dzje1,ci4,ci2
鴝,gju1,keoi4,qu2
鴞,hjew1,hiu1,xiao1
鴟,tshyij1,ci1,chi1
鴠,tan3,taan3,dan4
鴢,ʔew2,jiu2,you4
鴣,ku1,gu1,gu1
鴦,ʔjang1,joeng1,yang1
鴨,ʔæp4,aap3,ya1
鴪,ywit4,wat6,yu4
鴯,nyi1,ji4,er2
鴰,kwat4,kut3,gua1
鴱,ngaj3,ngaai6,ai4
鴳,ʔæn3,aan3,yan4
鴶,kɛt4,gat1,ji2
鴷,ljet4,lit6,lie4
鴻,huwng1,hung4,hong2
鴽,nyo1,jyu4,ru2
鴿,kop4,gaap3,ge1
鵀,nyim1,jam4,ren4
鵁,kæw1,gaau1,jiao1
鵂,xjuw1,jau1,xiu1
鵃,tsyew1,zau1,zhou1
鵊,kɛp4,gaap3,jia2
鵋,gi3,gei6,ji4
鵌,yo1,tou4,tu2
鵎,thwa2,to2,tuo3
鵏,pu1,bou2,bu3
鵑,kwen1,gyun1,juan1
鵒,yowk4,juk6,yu4
鵓,bwot4,but6,bo2
鵖,pip4,gip3,bi1
鵛,keng1,ging1,jing4
鵜,dej1,tai4,ti2
鵟,gjwang1,kong4,kuang2
鵠,howk4,huk6,hu2
鵡,mju2,mou5,wu3
鵩,bjuwk4,fuk6,fu2
鵪,ʔom1,am1,an1
鵫,træw3,zok6,zhuo2
鵬,bong1,paang4,peng2
鵭,gim1,kam4,qin2
鵯,pje1,bei1,bei1
鵲,tshjak4,coek3,que4
鵴,kjuwk4,guk1,ju2
鵵,thu3,tou3,tu4
鵷,ʔjwon1,jyun1,yuan1
鵸,gje1,kei4,qi2
鵹,lje1,lei4,li2
鵻,tsywij1,zeoi1,zhui1
鵽,twat4,zyut3,duo4
鵾,kwon1,kwan1,kun1
鶁,kjæng1,ging1,jing1
鶂,ngek4,jik1,yi4
鶄,tsjieng1,zing1,jing1
鶅,tsri1,zi1,zi1
鶆,loj1,loi4,lai2
鶇,tuwng1,dung1,dong1
鶉,dzywin1,seon4,chun2
鶊,kæng1,gang1,geng1
鶋,kjo1,geoi1,ju1
鶌,kjut4,gwat6,jue2
鶒,trhik4,cik1,chi4
鶔,nyuw1,jau4,rou2
鶖,tshjuw1,cau1,qiu1
鶘,hu1,wu4,hu2
鶚,ngak4,ngok6,e4
鶛,kɛj1,gaai1,jie1
鶜,mæw1,maau4,mao2
鶝,pjuwk4,fuk1,fu2
鶝,bik4,bik1,bi4
鶟,dwot4,dat6,tu2
鶠,ʔjon2,jin2,yan3
鶡,hat4,hot3,he2
鶢,hjwon1,jyun4,yuan2
鶤,kwon1,gwan1,kun1
鶧,ʔjæng1,jing1,ying1
鶩,mju3,mou6,wu4
鶪,kwek4,gwik1,ju2
鶬,tshang1,cong1,cang1
鶭,phjwang2,fong2,fang3
鶯,ʔɛng1,ang1,ying1
鶴,hak4,hok6,he4
鶶,dang1,tong4,tang2
鶷,hæt4,hat6,xia2
鶹,ljuw1,lau4,liu2
鶻,kwot4,wat6,gu3
鶼,kem1,gim1,jian1
鶿,dzi1,ci4,ci2
鷁,ngek4,jik6,yi4
鷂,yew3,jiu6,yao4
鷂,yew1,jiu4,yao2
鷅,lit4,leot6,li4
鷇,khuw3,kau3,kou4
鷌,mæ2,maa5,ma3
鷏,den1,tin4,tian2
鷐,dzyin1,san4,chen2
鷒,dwan1,tyun4,tuan2
鷓,tsyæ3,ze3,zhe4
鷔,ngaw1,ngou6,ao2
鷕,yew2,jiu4,yao3
鷖,ʔej1,ji1,yi1
鷗,ʔuw1,au1,ou1
鷙,tsyij3,zi3,zhi4
鷚,mjuw1,lau6,liu4
鷞,srjang1,soeng1,shuang1
鷟,dzræwk4,zok6,zhuo2
鷡,mju1,mou4,wu2
鷤,dan1,taan4,tan2
鷤,dej1,tai4,ti2
鷦,tsjew1,ziu1,jiao1
鷧,ʔij3,ji3,yi4
鷩,pjej3,bit3,bi4
鷫,sjuwk4,suk1,su4
鷭,bjwon1,faan1,fan2
鷮,kjew1,giu1,jiao1
鷯,lew1,liu4,liao2
鷵,du1,tou4,tu2
鷶,mɛɨ2,maai5,mai3
鷸,ywit4,wat6,yu4
鷹,ʔing1,jing1,ying1
鷺,lu3,lou6,lu4
鷽,ʔæwk4,hok6,xue2
鷾,ʔi3,ji3,yi4
鸀,tsyowk4,suk6,shu2
鸁,lwa1,lo4,luo2
鸂,khej1,kai1,xi1
鸄,kew3,gik1,ji2
鸇,tsyen1,zin1,zhan1
鸋,neng1,ning4,ning2
鸌,ʔwak4,wok3,huo4
鸏,muwng1,mung4,meng2
鸐,dræwk4,dik6,di2
鸑,ngæwk4,ngok6,yue4
鸒,yo1,jyu4,yu4
鸓,lwij1,leoi5,lei3
鸕,lu1,lou4,lu2
鸗,luwng1,lung4,long2
鸘,srjang1,soeng1,shuang1
鸚,ʔɛng1,jing1,ying1
鸛,kwan3,gun3,guan4
鸜,gju1,keoi4,qu2
鸝,lje1,lei4,li2
鸞,lwan1,lyun4,luan2
鹵,lu2,lou5,lu3
鹷,leng1,ling4,ling2
鹹,hɛm1,haam4,xian2
鹺,dza1,co4,cuo2
鹼,tshjem1,gaan2,jian3
鹽,yem1,jim4,yan2
鹽,yem3,jim6,yan4
鹿,luwk4,luk6,lu4
麀,ʔjuw1,jau1,you1
麂,kij2,gei2,ji3
麃,bæw1,biu1,biao1
麆,dzu2,cyu4,chu2
麇,kin1,gwan1,jun1
麈,tsyu2,jyu2,zhu3
麉,ken1,gin1,jian1
麊,mje1,mei4,mi2
麋,mij1,mei4,mi2
麌,ngu1,jyu5,wu2
麏,kin1,gwan1,jun1
麑,ngej1,ngai4,ni2
麒,gi1,kei4,qi2
麓,luwk4,luk1,lu4
麕,kin1,kwan2,jun1
麖,kjæng1,geng1,jing1
麗,lej3,lai6,li4
麗,lje1,lai6,li2
麚,kæ1,gaa1,jia1
麛,mej1,mai4,mi2
麝,zyæ3,se6,she4
麟,lin1,leon4,lin2
麡,dzej1,cai4,qi2
麤,tshu1,cou1,cu1
麥,mɛk4,mak6,mai4
麧,hot4,hat6,he2
麩,phju1,fu1,fu1
麰,mjuw1,mau4,mou2
麱,phju1,fu1,fu1
麴,khjuwk4,kuk1,qu1
麴,khjuwk4,kuk1,qu1
麵,men3,min6,mian4
麷,phjuwng1,fung1,feng1
麻,mæ1,maa4,ma2
麼,mwa2,mo1,mo2
麾,xjwe1,fai1,hui1
黀,tsrjuw1,zau1,zou1
黃,hwang1,wong4,huang2
黇,them1,tim1,tian1
黈,thuw2,tau2,tou3
黌,hwæng1,hung4,hong2
黍,syo2,syu2,shu3
黎,lej1,lai4,li2
黏,nrjem1,nim4,nian2
黐,lje1,ci1,chi1
黑,xok4,hak1,hei1
黓,yik4,jik6,yi4
黔,gim1,kim4,qian2
黕,tom2,dam2,dan3
黖,xjɨj3,hei3,xi4
默,mok4,mak6,mo4
黚,gim1,kim4,qian2
黛,doj3,doi6,dai4
黜,trhwit4,ceot1,chu4
黝,ʔij1,jau2,you3
點,tem2,dim2,dian3
黟,ʔij1,ji1,yi1
黠,hɛt4,hat6,xia2
黤,ʔom2,jim2,yan3
黥,gjæng1,king4,qing2
黦,ʔjut4,jyut3,yue4
黧,lej1,lai4,li2
黨,tang2,dong2,dang3
黫,ʔɛn1,jan1,yan1
黭,ʔom2,am2,yan3
黮,dom2,daam6,dan3
黮,thom2,taam3,tan4
黯,ʔɛm1,am2,an4
黰,ʔɛn1,zan2,zhen3
黱,doj3,doi6,dai4
黲,tshom2,caam2,can3
黴,mij1,mei4,mei2
黶,ʔjem2,jim2,yan3
黷,duwk4,duk6,du2
黸,lu1,lou4,lu2
黹,trij2,zi2,zhi3
黻,pjut4,fat1,fu2
黼,pju2,fu2,fu3
黽,min2,maang5,meng3
黿,ngjwon1,jyun4,yuan2
鼀,tshjuwk4,cuk1,cu4
鼂,drjew1,ciu4,chao2
鼆,mɛng2,man4,mang2
鼉,da1,to4,tuo2
鼊,pek4,bik1,bi4
鼎,teng2,ding2,ding3
鼏,mek4,mik6,mi4
鼐,noj2,naai5,nai4
鼒,tsi1,zi1,zi1
鼓,ku2,gu2,gu3
鼖,bjun1,fan4,fen2
鼘,ʔin1,jyun1,yuan1
鼙,bej1,pei4,pi2
鼚,trhjang1,coeng1,chang1
鼛,kaw1,gou1,gao1
鼞,thang1,dong1,tang1
鼠,syo2,syu2,shu3
鼢,bjun1,fan4,fen2
鼣,bjwoj3,fai6,fei4
鼤,mjun1,man4,wen2
鼧,da1,to4,tuo2
鼩,gju1,keoi4,qu2
鼪,sræng1,sang1,sheng1
鼫,dzyek4,sek6,shi2
鼬,yuw3,jau6,you4
鼮,deng1,ting4,ting2
鼯,ngu1,ng4,wu2
鼱,tsjieng1,zing1,jing1
鼲,hwon1,wan4,hun2
鼳,kwek4,gwik1,ju2
鼴,ʔjon2,jin2,yan3
鼵,dwot4,dat6,tu1
鼶,sje1,tai4,si1
鼷,hej1,hai4,xi1
鼸,hem2,jim6,xian4
鼻,bij3,bei6,bi2
鼽,xwoj1,kau4,qiu2
鼾,xan1,hon4,han1
齁,xuw1,hau1,hou1
齂,xij3,hei3,xie4
齈,nuwng3,nung4,nong2
齊,dzej1,cai4,qi2
齋,tsrɛj1,zaai1,zhai1
齌,tshej1,zai1,ji4
齍,tsij1,zi1,zi1
齎,tsij1,zai1,ji1
齏,tsej1,zai1,ji1
齒,tshyi2,ci2,chi3
齔,tshrin2,can3,chen4
齕,hot4,hat6,he2
齗,ngjɨn1,ngan4,yan3
齘,hɛj3,haai6,xie4
齚,dzræk4,zaak3,ze2
齜,tsrje1,zi1,zi1
齝,syi1,ci1,chi1
齞,ngen2,jin6,yan3
齟,dzrjo2,zeoi2,ju3
齠,dew1,tiu4,tiao2
齡,leng1,ling4,ling2
齤,gjwen1,kyun4,quan2
齦,ngjɨn1,ngan4,yin2
齦,khon2,han2,ken3
齧,nget4,jit6,nie4
齪,tshræwk4,cuk1,chuo4
齬,ngjo1,jyu5,yu3
齭,srjo2,co2,chu3
齮,ngje2,ji2,yi3
齯,ngej1,ngai4,ni2
齰,dzræ3,zaak6,ze2
齱,tsrjuw1,zau1,zou1
齱,tshræwk4,cuk1,chuo4
齲,khju2,geoi2,qu3
齴,ngjen2,ngaan5,yan3
齵,ngju1,jyu4,yu2
齶,ngak4,ngok6,e4
齷,ʔæwk4,ak1,wo4
齸,yit4,jat6,yi4
齹,dza1,co4,cuo2
齹,dzrje1,ci1,ci1
齺,dzræwk4,zau1,zou1
齻,ten1,din1,dian1
齼,tshrjo2,co2,chu3
齾,ngat4,aat3,ya4
龍,ljowng1,lung4,long2
龐,bæwng1,pong4,pang2
龔,kjowng1,gung1,gong1
龕,khom1,ham1,kan1
龖,dop4,daap6,da4
龗,leng1,ling4,ling2
龜,kwij1,gwai1,gui1
龜,kjuw1,kau1,qiu1
龠,yak4,joek6,yue4
龤,hɛj1,haai4,xie2
靽,pwan3,bun3,ban4
鵝,nga1,ngo4,e2
兼,kem1,gim1,jian1
䯂,srin1,san1,shen1
㔠,xæt4,hat6,xia1
㔡,pet4,bit3,bie1
㔢,tsjwet4,zyut6,jue2
㔥,bɛɨ2,baai6,bai4
㔣,lwoj1,leoi4,lei2
㔩,ʔop4,aap6,e4
